epoch,accuracy,loss,val_accuracy,val_loss
0,0.7821583151817322,0.5413344502449036,0.8859527111053467,0.4148407280445099
1,0.9121830463409424,0.3849215805530548,0.976356029510498,0.274687260389328
2,0.9584106206893921,0.25923290848731995,0.9819193482398987,0.18280228972434998
3,0.9723252654075623,0.18999069929122925,0.9833101630210876,0.13138367235660553
4,0.978200376033783,0.15251007676124573,0.9847009778022766,0.10293880105018616
5,0.9816017150878906,0.11933054029941559,0.9860917925834656,0.08658809214830399
6,0.9834570288658142,0.10695327073335648,0.9888734221458435,0.07683355361223221
7,0.9856215119361877,0.09714875370264053,0.9888734221458435,0.07078707963228226
8,0.9859307408332825,0.09241785109043121,0.9888734221458435,0.06670493632555008
9,0.9865491390228271,0.08462530374526978,0.9888734221458435,0.06396053731441498
10,0.9867037534713745,0.08078683167695999,0.9888734221458435,0.06234239414334297
11,0.9862399697303772,0.08240543305873871,0.9888734221458435,0.06115568429231644
12,0.9867037534713745,0.07909383624792099,0.9888734221458435,0.060149624943733215
13,0.9867037534713745,0.07537996768951416,0.9888734221458435,0.05938214436173439
14,0.987322211265564,0.07288804650306702,0.9888734221458435,0.05880100652575493
15,0.9868583679199219,0.07581246644258499,0.9888734221458435,0.05845183506608009
16,0.9870129823684692,0.06991281360387802,0.9888734221458435,0.05807700380682945
17,0.987322211265564,0.07274897396564484,0.9888734221458435,0.05775279179215431
18,0.9871675968170166,0.0707811564207077,0.9888734221458435,0.057561442255973816
19,0.987322211265564,0.06846696138381958,0.9888734221458435,0.057342831045389175
20,0.9871675968170166,0.06973855942487717,0.9888734221458435,0.05707986652851105
21,0.9867037534713745,0.07236719131469727,0.9888734221458435,0.05686166137456894
22,0.987322211265564,0.07002867013216019,0.9888734221458435,0.05679341033101082
23,0.9868583679199219,0.07162068039178848,0.9888734221458435,0.05668196082115173
24,0.9871675968170166,0.06565850973129272,0.9888734221458435,0.05659162998199463
25,0.9870129823684692,0.0705670416355133,0.9888734221458435,0.05653759464621544
26,0.9874768257141113,0.06887060403823853,0.9888734221458435,0.056454114615917206
27,0.9871675968170166,0.06877703219652176,0.9888734221458435,0.05644086003303528
28,0.987322211265564,0.073589988052845,0.9888734221458435,0.05625157803297043
29,0.9870129823684692,0.07050850987434387,0.9888734221458435,0.05623568221926689
30,0.9871675968170166,0.0686606913805008,0.9888734221458435,0.0561864972114563
31,0.9870129823684692,0.0677899718284607,0.9888734221458435,0.05616581439971924
32,0.987322211265564,0.07066962867975235,0.9888734221458435,0.05609798803925514
33,0.987322211265564,0.06900669634342194,0.9888734221458435,0.056056346744298935
34,0.9871675968170166,0.0666903629899025,0.9888734221458435,0.056066591292619705
35,0.987322211265564,0.06769998371601105,0.9888734221458435,0.0560111403465271
36,0.9874768257141113,0.06971752643585205,0.9888734221458435,0.05595063790678978
37,0.9874768257141113,0.06677260994911194,0.9888734221458435,0.055936653167009354
38,0.987322211265564,0.06774848699569702,0.9888734221458435,0.05589917674660683
39,0.987322211265564,0.06615782529115677,0.9888734221458435,0.05589772388339043
40,0.9874768257141113,0.0672847107052803,0.9888734221458435,0.055887963622808456
41,0.987322211265564,0.06534145772457123,0.9888734221458435,0.05589425936341286
42,0.9870129823684692,0.06630469858646393,0.9888734221458435,0.055915653705596924
43,0.987322211265564,0.0661170706152916,0.9888734221458435,0.05589369684457779
44,0.9874768257141113,0.06482881307601929,0.9888734221458435,0.055860985070466995
45,0.9876314401626587,0.0658745989203453,0.9888734221458435,0.0558612160384655
46,0.9871675968170166,0.06697849184274673,0.9888734221458435,0.05581875145435333
47,0.9874768257141113,0.0667572021484375,0.9888734221458435,0.055792227387428284
48,0.987322211265564,0.06710793077945709,0.9888734221458435,0.0557977668941021
49,0.9876314401626587,0.06651007384061813,0.9888734221458435,0.05579962953925133
50,0.9876314401626587,0.06564033031463623,0.9888734221458435,0.05576803535223007
51,0.9874768257141113,0.06737179309129715,0.9888734221458435,0.05572093650698662
52,0.987322211265564,0.06705920398235321,0.9888734221458435,0.055704083293676376
53,0.9876314401626587,0.06645917892456055,0.9888734221458435,0.055728353559970856
54,0.9876314401626587,0.0650152862071991,0.9888734221458435,0.055726394057273865
55,0.9876314401626587,0.06531279534101486,0.9888734221458435,0.055680956691503525
56,0.987322211265564,0.06343995779752731,0.9888734221458435,0.05565468221902847
57,0.9874768257141113,0.0655563548207283,0.9888734221458435,0.055628594011068344
58,0.987322211265564,0.06787979602813721,0.9888734221458435,0.05558104068040848
59,0.9876314401626587,0.06669121980667114,0.9888734221458435,0.055604640394449234
60,0.9876314401626587,0.0651182159781456,0.9888734221458435,0.05566379055380821
61,0.9871675968170166,0.06711196154356003,0.9888734221458435,0.05563517287373543
62,0.9876314401626587,0.06401850283145905,0.9888734221458435,0.0556437149643898
63,0.9877859950065613,0.0625838190317154,0.9888734221458435,0.05569098889827728
